oa_id,region,region_key,title,first_author,year,cites,venue,doi,measures,measure_setting,open_world
W4412945169,Critique & validation,E,Personalized Generation In Large Model Era: A Survey,Yuehang Xu,2025,4,,https://doi.org/10.18653/v1/2025.acl-long.1201,no,NONE,False
W4399779690,Critique & validation,E,Methodological individualism and agent-based computational simulation: A reply to Kincaid and Zahle,Francesco Di Iorio,2024,4,Social Science Information,https://doi.org/10.1177/05390184241258370,no,NONE,False
W4393111328,Critique & validation,E,SocialBench: Sociality Evaluation of Role-Playing Conversational Agents,Hongzhan Chen,2024,4,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2403.13679,yes_method,BENCH,False
W4415979340,Critique & validation,E,Do Large Language Models Solve the Problems of Agent-Based Modeling? A Critical Review of Generative Social Simulations,Maik Larooij,2025,3,ArXiv.org,https://doi.org/10.48550/arxiv.2504.03274,critique_only,NONE,False
W4401203303,Critique & validation,E,Breaking Agents: Compromising Autonomous LLM Agents Through Malfunction Amplification,Boyang Zhang,2024,3,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2407.20859,no,NONE,False
W4398796203,Critique & validation,E,ALI-Agent: Assessing LLMs' Alignment with Human Values via Agent-based Evaluation,Jingnan Zheng,2024,3,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2405.14125,yes_method,OPEN_RATING,True
W4415334317,Critique & validation,E,PhishDebate: An LLM-Based Multi-Agent Framework for Phishing Website Detection,Wenhao Li,2025,3,,https://doi.org/10.1109/bigdata66926.2025.11401440,no,NONE,False
W4407571410,Critique & validation,E,RTBAS: Defending LLM Agents Against Prompt Injection and Privacy Leakage,Peter Yong Zhong,2025,3,ArXiv.org,https://doi.org/10.48550/arxiv.2502.08966,no,NONE,False
W4403622645,Critique & validation,E,LLM economicus? Mapping the Behavioral Biases of LLMs via Utility Theory,J. C. Ross,2024,3,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2408.02784,yes_method,GT_FIXED,False
W4417080482,Critique & validation,E,The threat of analytic flexibility in using large language models to simulate human data,J. David Cummins,2025,3,ArXiv.org,https://doi.org/10.48550/arxiv.2509.13397,yes_method,GT_AGGREGATE,False
W4406482922,Critique & validation,E,LLM-based Human Simulations Have Not Yet Been Reliable,Qian Wang,2025,3,ArXiv.org,https://doi.org/10.48550/arxiv.2501.08579,critique_only,NONE,False
W4414974957,Critique & validation,E,“I’ve never seen a glass ceiling better represented”: Bias and gendering in LLM-generated synthetic personas from a participatory design perspective,Helena A. Haxvig,2025,3,International Journal of Human-Computer Studies,https://doi.org/10.1016/j.ijhcs.2025.103651,no,NONE,False
W4414983395,Critique & validation,E,The Use of Large Language Models in HCI: A Critical Analysis of Synthetic Users,Joni Salminen,2025,2,,https://doi.org/10.1145/3745900.3746108,critique_only,NONE,False
W7115731840,Critique & validation,E,Evaluating the Use of Large Language Models as Synthetic Social Agents in Social Science Research,Emma Rose Madden,2025,2,Journal of Social Computing,https://doi.org/10.23919/jsc.2025.0022,critique_only,NONE,False
W4417266324,Critique & validation,E,Integrating LLM in Agent-Based Social Simulation: Opportunities and Challenges,Patrick Taillandier,2025,2,ArXiv.org,https://doi.org/10.48550/arxiv.2507.19364,critique_only,NONE,False
W4391556783,Critique & validation,E,TrustAgent: Towards Safe and Trustworthy LLM-based Agents,Wenyue Hua,2024,2,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2402.01586,no,NONE,False
W4411113099,Critique & validation,E,Evaluating Cultural and Social Awareness of LLM Web Agents,Haoyi Qiu,2025,2,,https://doi.org/10.18653/v1/2025.findings-naacl.222,no,NONE,False
W7117363789,Critique & validation,E,The chatbot's real self: On the archaeology of artificial personas,Courtney Handman,2025,2,Journal of Linguistic Anthropology,https://doi.org/10.1111/jola.70040,no,NONE,False
W4399270570,Critique & validation,E,Evaluating Large Language Model Biases in Persona-Steered Generation,Andy Liu,2024,2,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2405.20253,yes_method,GT_AGGREGATE,False
W4411120769,Critique & validation,E,PHAnToM: Persona-Based Prompting Has an Effect on Theory-of-Mind Reasoning in Large Language Models,Gerard Yeo,2025,2,Proceedings of the International AAAI Conference on Web and Social Media,https://doi.org/10.1609/icwsm.v19i1.35923,yes_method,BENCH,False
W4387800246,Critique & validation,E,CoMPosT: Characterizing and Evaluating Caricature in LLM Simulations,Myra Cheng,2023,2,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2310.11501,yes_method,GT_AGGREGATE,False
W4416035763,Critique & validation,E,Persona-Augmented Benchmarking: Evaluating LLMs Across Diverse Writing Styles,Kimberly Truong,2025,2,,https://doi.org/10.18653/v1/2025.emnlp-main.1155,no,NONE,False
W4405173238,Critique & validation,E,Argumentative Experience: Reducing Confirmation Bias on Controversial Issues through LLM-Generated Multi-Persona Debates,Li Shi,2024,2,ArXiv.org,https://doi.org/10.48550/arxiv.2412.04629,yes_method,OPEN_RATING,True
W4415230806,Critique & validation,E,Whose Personae? Synthetic Persona Experiments in LLM Research and Pathways to Transparency,Jan Batzner,2025,2,Proceedings of the AAAI/ACM Conference on AI Ethics and Society,https://doi.org/10.1609/aies.v8i1.36553,critique_only,NONE,False
W4408101658,Critique & validation,E,Machine Bias. How Do Generative Language Models Answer Opinion Polls?,Julien Boelaert,2025,2,,https://doi.org/10.31235/osf.io/r2pnb_v2,yes_method,GT_AGGREGATE,False
W4380993949,Critique & validation,E,Safeguarding Crowdsourcing Surveys from ChatGPT with Prompt Injection,Chaofan Wang,2023,2,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2306.08833,yes_method,GT_FIXED,False
W4400065162,Critique & validation,E,"Self-assessment, Exhibition, and Recognition: a Review of Personality in Large Language Models",Zhiyuan Wen,2024,2,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2406.17624,yes_method,BENCH,False
W4414809569,Critique & validation,E,Multi-domain Validation of LLM-Based Simulators via Interpretable and Latent Representations,Luca Coda-Giorgio,2025,1,Lecture notes in computer science,https://doi.org/10.1007/978-3-032-05461-6_27,yes_method,GT_AGGREGATE,False
W7131677754,Critique & validation,E,Agent-based approaches in studying algorithm-mediated communication: a methodological review,Wen Shi,2026,1,Communication and Change,https://doi.org/10.1007/s44382-026-00022-7,yes_method,REFFREE,False
W4404346614,Critique & validation,E,Social Science Meets LLMs: How Reliable Are Large Language Models in Social Simulations?,Yue Huang,2024,1,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2410.23426,yes_method,GT_AGGREGATE,False
W7115597185,Critique & validation,E,A Survey on Benchmarks of LLM-based GUI Agents,Yihong Chen,2025,1,,https://doi.org/10.36227/techrxiv.176591818.87526814/v1,yes_method,BENCH,False
W4416135656,Critique & validation,E,Evaluating Chinese Large Language Models: The Influence of Persona Assignment on Stereotypes and Safeguards,Geng Liu,2026,1,ACM Transactions on Intelligent Systems and Technology,https://doi.org/10.1145/3819074,yes_method,BENCH,False
W4410004015,Critique & validation,E,A Survey on Large Language Model based Human-Agent Systems,Henry Peng Zou,2025,1,,https://doi.org/10.36227/techrxiv.174612962.26131807/v1,no,NONE,False
W4405766313,Critique & validation,E,Assessing Social Alignment: Do Personality-Prompted Large Language Models Behave Like Humans?,Ivan Zakazov,2024,1,ArXiv.org,https://doi.org/10.48550/arxiv.2412.16772,yes_method,GT_AGGREGATE,False
W4390438049,Critique & validation,E,How Far Are LLMs from Believable AI? A Benchmark for Evaluating the Believability of Human Behavior Simulation,Xiao Yang,2023,1,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2312.17115,yes_method,OPEN_RATING,True
W4405561690,Critique & validation,E,Automatic item generation for personality situational judgment tests with large language models,Changjin Li,2026,1,Computers in Human Behavior Reports,https://doi.org/10.1016/j.chbr.2026.100964,yes_method,GT_FIXED,False
W4416117991,Critique & validation,E,Creating and Evaluating Personas Using Generative AI: A Scoping Review of 81 Articles,Danial Amin,2026,1,,https://doi.org/10.1145/3772318.3790608,no,NONE,False
W4404340695,Critique & validation,E,Can Machines Think Like Humans? A Behavioral Evaluation of LLM Agents in Dictator Games,Ji Ma,2024,1,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2410.21359,yes_method,GT_AGGREGATE,False
W4399657578,Critique & validation,E,Can AI Understand Human Personality? -- Comparing Human Experts and AI Systems at Predicting Personality Correlations,Philipp Schoenegger,2024,1,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2406.08170,yes_method,GT_FIXED,False
W4416447808,Critique & validation,E,Can LLMs Simulate Human Behavioral Variability? A Case Study in the Phonemic Fluency Task,Mengyang Qiu,2026,1,,https://doi.org/10.63317/3ncnwh7mvnfp,yes_method,GT_FIXED,False
W4407063450,Critique & validation,E,An Empirical and Simulation Investigation of Bounded Confidence and Negative Influence in Opinion Dynamics Using Stochastic Actor-Oriented Model,Tanzhe Tang,2025,1,Journal of Artificial Societies and Social Simulation,https://doi.org/10.18564/jasss.5566,yes_method,GT_FIXED,False
W4406243629,Critique & validation,E,Evaluating The Architecture Of Large Language Model-Based Agents,Qinghua Lu,2025,0,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5017297,no,NONE,False
W7131620264,Critique & validation,E,A perspective on using large language models for human data in human-water research: Why we should be cautious?,Fredrik Schück,2026,0,Frontiers in Water,https://doi.org/10.3389/frwa.2026.1749745,critique_only,NONE,False
W7142763173,Critique & validation,E,"Simulating Lay Health-Seeking Behavior with LLM Personas and Illness Vignettes: Reproducibility, Prompt Sensitivity, and Slice Dependence",Yuusuke Harada,2026,0,Qeios,https://doi.org/10.32388/be0zbc.2,yes_method,GT_FIXED,False
W7160706745,Critique & validation,E,Evaluating the statistical realism of LLM-generated social science data,Yueqi Xie,2026,0,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.2538145123,yes_method,GT_AGGREGATE,False
W7163994787,Critique & validation,E,Can LLM Agents Really Simulate Clients in Counseling?,Seonhui Yu,2026,0,,https://doi.org/10.1145/3748522.3779828,yes_method,REFFREE,False
W7165197802,Critique & validation,E,"""Will This Tool Ever Push Back or Challenge Me?"": Reflections on a Multi-agent LLM Tool for Perspective Seeking",Krishna Akhil Kumar Adavi,2026,0,,https://doi.org/10.1145/3808045.3808058,no,NONE,False
W7166664313,Critique & validation,E,A lightweight computational method for monitoring response convergence in LLM-based synthetic populations,Rodrigo Álvarez Martín,2026,0,Open Research Europe,https://doi.org/10.12688/openreseurope.24356.1,yes_method,OPEN_RATING,True
W7135419420,Critique & validation,E,A scale for detecting LLM-generated responses in online survey research,Cameron S. Kay,2026,0,,https://doi.org/10.31234/osf.io/4p7ns_v3,yes_method,GT_AGGREGATE,False
W7135013000,Critique & validation,E,A scale for detecting LLM-generated responses in online survey research,Cameron S. Kay,2026,0,,https://doi.org/10.31234/osf.io/4p7ns_v2,yes_method,GT_AGGREGATE,False
W7139977536,Critique & validation,E,A scale for detecting LLM-generated responses in online survey research,Cameron S. Kay,2026,0,,https://doi.org/10.31234/osf.io/4p7ns_v5,yes_method,GT_AGGREGATE,False
W7137480596,Critique & validation,E,A scale for detecting LLM-generated responses in online survey research,Madalina Vlasceanu,2026,0,PsyArXiv (OSF Preprints),,yes_method,GT_AGGREGATE,False
W7136104198,Critique & validation,E,A scale for detecting LLM-generated responses in online survey research,Cameron S. Kay,2026,0,,https://doi.org/10.31234/osf.io/4p7ns_v4,yes_method,GT_AGGREGATE,False
W7135054653,Critique & validation,E,A scale for detecting LLM-generated responses in online survey research,Cameron S. Kay,2026,0,,https://doi.org/10.31234/osf.io/4p7ns_v1,yes_method,GT_AGGREGATE,False
W7134143904,Critique & validation,E,The threat of synthetic respondents extends to clinical mental health screening,Laura Berner,2026,0,PsyArXiv (OSF Preprints),,yes_method,GT_FIXED,False
W7163720272,Critique & validation,E,Can Crowdsourcing Survive the LLM Era? A Community Survey on Human Data Collection,Aswathy Velutharambath,2026,0,ArXiv.org,,no,NONE,False
W7164614681,Critique & validation,E,Should LLM Agents Decide in Social Simulations? Comparing Finite-State and LLM-Based Decision Policies,Alejandro Buitrago López,2026,0,ArXiv.org,,yes_method,GT_FIXED,False
W7166544702,Critique & validation,E,Do LLMs Ask the Right Questions? Evaluating GPT-Generated Surveys as Instruments for Measuring Social Attitudes,Tina Behzad,2026,0,,https://doi.org/10.63317/4juoym3quhm7,yes_method,GT_AGGREGATE,False
W4416036585,Critique & validation,E,Can LLMs Help You at Work? A Sandbox for Evaluating LLM Agents in Enterprise Environments,Harsh Vishwakarma,2025,0,,https://doi.org/10.18653/v1/2025.emnlp-main.466,no,NONE,False
W7162150370,Critique & validation,E,The Illusion of Intervention: Your LLM-Simulated Experiment is an Observational Study,Victoria Lin,2026,0,ArXiv.org,,critique_only,NONE,False
W7128095928,Critique & validation,E,"Overstating Attitudes, Ignoring Networks: LLM Biases in Simulating Misinformation Susceptibility",Eun Kyoung Choi,2026,0,ArXiv.org,,yes_method,GT_FIXED,False
W7117339716,Critique & validation,E,LLM Personas as a Substitute for Field Experiments in Method Benchmarking,Enoch Hyunwook Kang,2025,0,ArXiv.org,,yes_method,GT_AGGREGATE,False
W4412203333,Memory & engine,F,A Survey on the Memory Mechanism of Large Language Model-based Agents,Zeyu Zhang,2025,75,ACM Transactions on Information Systems,https://doi.org/10.1145/3748302,,,
W4391421475,Memory & engine,F,Learning Agent-based Modeling with LLM Companions: Experiences of Novices and Experts Using ChatGPT &amp; NetLogo Chat,John Chen,2024,44,,https://doi.org/10.1145/3613904.3642377,,,
W4318688346,Memory & engine,F,Using Machine Learning for Agent Specifications in Agent-Based Models and Simulations: A Critical Review and Guidelines,Molood Ale Ebrahim Dehkordi,2023,42,Journal of Artificial Societies and Social Simulation,https://doi.org/10.18564/jasss.5016,,,
W4395958399,Memory & engine,F,Agent-based modeling in cancer biomedicine: applications and tools for calibration and validation,Nicolò Cogno,2024,40,Cancer Biology & Therapy,https://doi.org/10.1080/15384047.2024.2344600,,,
W4413801638,Memory & engine,F,MedAgentBench: A Virtual EHR Environment to Benchmark Medical LLM Agents,Yixing Jiang,2025,36,NEJM AI,https://doi.org/10.1056/aidbp2500144,,,
W4416035220,Memory & engine,F,Agent Laboratory: Using LLM Agents as Research Assistants,Samuel Schmidgall,2025,34,,https://doi.org/10.18653/v1/2025.findings-emnlp.320,,,
W4391116828,Memory & engine,F,Memory Matters: The Need to Improve Long-Term Memory in LLM-Agents,Kostas Hatalis,2024,30,Proceedings of the AAAI Symposium Series,https://doi.org/10.1609/aaaiss.v2i1.27688,,,
W4398160938,Memory & engine,F,FinMem: A Performance-Enhanced LLM Trading Agent with Layered Memory and Character Design,Yangyang Yu,2024,30,Proceedings of the AAAI Symposium Series,https://doi.org/10.1609/aaaiss.v3i1.31290,,,
W4390832893,Memory & engine,F,"Personal LLM Agents: Insights and Survey about the Capability, Efficiency and Security",Yuanchun Li,2024,30,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2401.05459,,,
W4391631536,Memory & engine,F,LLM Multi-Agent Systems: Challenges and Open Problems,Shanshan Han,2024,29,ArXiv.org,https://doi.org/10.48550/arxiv.2402.03578,,,
W4406231153,Memory & engine,F,Agent Laboratory: Using LLM Agents as Research Assistants,Samuel Schmidgall,2025,27,ArXiv.org,https://doi.org/10.48550/arxiv.2501.04227,,,
W4392343276,Memory & engine,F,Towards reusable building blocks for agent-based modelling and theory development,Uta Berger,2024,25,Environmental Modelling & Software,https://doi.org/10.1016/j.envsoft.2024.106003,,,
W4387356327,Memory & engine,F,A Dynamic LLM-Powered Agent Network for Task-Oriented Agent Collaboration,Zijun Liu,2023,18,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2310.02170,,,
W4414205706,Memory & engine,F,A Survey on Large Language Model-based Agents for Statistics and Data Science,Sun Maojun,2025,14,The American Statistician,https://doi.org/10.1080/00031305.2025.2561140,,,
W4401863510,Memory & engine,F,Understanding the Weakness of Large Language Model Agents within a Complex Android Environment,Mingzhe Xing,2024,13,,https://doi.org/10.1145/3637528.3671650,,,
W4401103947,Memory & engine,F,An approach to sociotechnical transparency of social media algorithms using agent-based modelling,Anna Gausen,2024,13,AI and Ethics,https://doi.org/10.1007/s43681-024-00527-1,,,
W4411549450,Memory & engine,F,PlotGen: Multi-Agent LLM-based Scientific Data Visualization via Multimodal Retrieval Feedback,Kanika Goswami,2025,11,,https://doi.org/10.1145/3701716.3716888,,,
W4319594559,Memory & engine,F,Trustworthy agent-based simulation: the case for domain-specific modelling languages,Steffen Zschaler,2023,11,Software & Systems Modeling,https://doi.org/10.1007/s10270-023-01082-9,,,
W4395065101,Memory & engine,F,A Survey on the Memory Mechanism of Large Language Model based Agents,Zeyu Zhang,2024,11,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2404.13501,,,
W4392223321,Memory & engine,F,AgentLite: A Lightweight Library for Building and Advancing Task-Oriented LLM Agent System,Zhi‐Wei Liu,2024,10,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2402.15538,,,
W4402426816,Memory & engine,F,Large Language Model Agent in Financial Trading: A Survey,Han Ding,2024,9,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2408.06361,,,
W4404392057,Memory & engine,F,Using Generative AI and Multi-Agents to Provide Automatic Feedback,Shuchen Guo,2024,8,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2411.07407,,,
W4393247776,Memory & engine,F,AIOS: LLM Agent Operating System,Kai Mei,2024,8,ArXiv.org,https://doi.org/10.48550/arxiv.2403.16971,,,
W4412944790,Memory & engine,F,AgentDropout: Dynamic Agent Elimination for Token-Efficient and High-Performance LLM-Based Multi-Agent Collaboration,Zhexuan Wang,2025,7,,https://doi.org/10.18653/v1/2025.acl-long.1170,,,
W4406828659,Memory & engine,F,"Information Security, Ethics, and Integrity in LLM Agent Interaction",Yaying Chen,2025,7,Journal of Information Security,https://doi.org/10.4236/jis.2025.161010,,,
W4361990849,Memory & engine,F,Learning Interpretable Logic for Agent-Based Models from Domain Independent Primitives,Rory Greig,2023,7,Journal of Artificial Societies and Social Simulation,https://doi.org/10.18564/jasss.5087,,,
W4389072163,Memory & engine,F,FinMem: A Performance-Enhanced LLM Trading Agent with Layered Memory and Character Design,Yangyang Yu,2023,7,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2311.13743,,,
W4406489787,Memory & engine,F,MALADE: Orchestration of LLM-powered Agents with Retrieval Augmented Generation for Pharmacovigilance,Ji-Hye Choi,2024,6,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2408.01869,,,
W4416036604,Memory & engine,F,Understanding the Information Propagation Effects of Communication Topologies in LLM-based Multi-Agent Systems,Xu Shen,2025,6,,https://doi.org/10.18653/v1/2025.emnlp-main.623,,,
W4410719341,Memory & engine,F,GeoFactory: an LLM performance enhancement framework for geoscience factual and inferential tasks,Zhou Chen,2025,5,Big Earth Data,https://doi.org/10.1080/20964471.2025.2506291,,,
W4401213367,Memory & engine,F,LegalGPT: Legal Chain of Thought for the Legal Large Language Model Multi-agent Framework,Juanming Shi,2024,5,Lecture notes in computer science,https://doi.org/10.1007/978-981-97-5678-0_3,,,
W4415358120,Memory & engine,F,LLM-augmented multi-agent cooperative framework for medical case retrieval in cardiology,Lang Deng,2025,5,Journal of King Saud University - Computer and Information Sciences,https://doi.org/10.1007/s44443-025-00311-z,,,
W4387143587,Memory & engine,F,An In-depth Survey of Large Language Model-based Artificial Intelligence Agents,Pengyu Zhao,2023,5,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2309.14365,,,
W7125818766,Memory & engine,F,LLM-enabled multi-agent framework for natural language interaction with graph-based digital twins,Yuandong Pan,2026,5,Automation in Construction,https://doi.org/10.1016/j.autcon.2026.106791,,,
W4392712702,Memory & engine,F,HiDeS: a higher-order-derivative-supervised neural ordinary differential equation for multi-robot systems and opinion dynamics,Meng Li,2024,5,Frontiers in Neurorobotics,https://doi.org/10.3389/fnbot.2024.1382305,,,
W4410182127,Memory & engine,F,Enhancing memory retrieval in generative agents through LLM-trained cross attention networks,Chuanyang Hong,2025,4,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2025.1591618,,,
W7131834192,Memory & engine,F,LLM-Assisted Virtual Expert Weight Elicitation in Pharmaceutical Supply Chains: A Z-Number Multi-Agent Framework,Jamal Musbah,2026,4,Intelligent Systems Research and Applications Journal,https://doi.org/10.59543/mmhqdg22,,,
W4392538843,Memory & engine,F,KnowAgent: Knowledge-Augmented Planning for LLM-Based Agents,Yuqi Zhu,2024,4,ArXiv.org,https://doi.org/10.48550/arxiv.2403.03101,,,
W4391157005,Memory & engine,F,Metacognition is all you need? Using Introspection in Generative Agents to Improve Goal-directed Behavior,Jason O. Toy,2024,3,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2401.10910,,,
W4403344644,Memory & engine,F,AgentSquare: Automatic LLM Agent Search in Modular Design Space,Yu Shang,2024,3,ArXiv.org,https://doi.org/10.48550/arxiv.2410.06153,,,
W4400703157,Memory & engine,F,Revolutionizing Bridge Operation and Maintenance with LLM-based Agents: An Overview of Applications and Insights,Xinyu-Chen,2024,3,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2407.10064,,,
W4414991266,Memory & engine,F,Benchmarking LLM-based agents for single-cell omics analysis,Yang Liu,2026,2,Genome biology,https://doi.org/10.1186/s13059-026-03998-z,,,
W4417197103,Memory & engine,F,LLM-Powered GUI Agents in Phone Automation: Surveying Progress and Prospects,Guangyi Liu,2025,2,ArXiv.org,https://doi.org/10.48550/arxiv.2504.19838,,,
W4415154470,Memory & engine,F,"A Survey of Frontiers in LLM Reasoning: Inference Scaling, Learning to Reason, and Agentic Systems",Zixuan Ke,2025,2,ArXiv.org,https://doi.org/10.48550/arxiv.2504.09037,,,
W4389500792,Memory & engine,F,"LLM as OS, Agents as Apps: Envisioning AIOS, Agents and the AIOS-Agent Ecosystem",Yingqiang Ge,2023,2,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2312.03815,,,
W4412945594,Memory & engine,F,LocAgent: Graph-Guided LLM Agents for Code Localization,Zhaoling Chen,2025,2,,https://doi.org/10.18653/v1/2025.acl-long.426,,,
W4415551275,Memory & engine,F,Exploring LLM-based Agentic Frameworks for Fault Diagnosis,Xian Yeow Lee,2025,2,Annual Conference of the PHM Society,https://doi.org/10.36001/phmconf.2025.v17i1.4350,,,
W4411604664,Memory & engine,F,From Novice to Expert: On-the-Job Learning of Autonomous LLM Agents in White-Collar Labor,Salvatore Vella,2025,1,Lecture notes in networks and systems,https://doi.org/10.1007/978-981-96-1741-8_25,,,
W7122549144,Memory & engine,F,Towards efficient optimization of multi-agent social simulation via large language models,Kun Zhang,2026,1,International Journal of Machine Learning and Cybernetics,https://doi.org/10.1007/s13042-025-02816-5,,,
W4416508378,Memory & engine,F,Strategic Communication and Language Bias in Multi-agent LLM Coordination,Alessio Buscemi,2025,0,Lecture notes in computer science,https://doi.org/10.1007/978-981-95-4963-4_24,,,
W4417509732,Memory & engine,F,From Large to Small Language Models for Balanced Performance and Benchmarking,Kissa Zahra,2025,0,,https://doi.org/10.1109/aibthings66987.2025.11296175,,,
W7118011407,Memory & engine,F,A Modular LLM-Based Agent System for Data Workflow Automation,Anjali Garg,2026,0,Communications in computer and information science,https://doi.org/10.1007/978-3-032-12313-8_19,,,
W7128420471,Memory & engine,F,Large language models for spreading dynamics in complex systems,Shuyu Jiang,2026,0,Physics Reports,https://doi.org/10.1016/j.physrep.2026.01.006,,,
W7131363377,Memory & engine,F,Benchmarking LLM-based agents for single-cell omics analysis,Yang Liu,2026,0,Genome biology,https://doi.org/10.1186/s13059-026-03998-z,,,
W7140221938,Memory & engine,F,MemTool: Optimizing Short-Term Memory Management for Dynamic Tool Retrieval and Invocation in LLM Agent Multi-turn Conversations,Elias Lumer,2026,0,Lecture notes in computer science,https://doi.org/10.1007/978-3-032-21300-6_15,,,
W7150000012,Memory & engine,F,A unified multimodal GenAI platform integrating GraphRAG multi-agent systems and custom language models for intelligent document processing and knowledge synthesis,Bharat Singh Parihar,2026,0,Scientific Reports,https://doi.org/10.1038/s41598-026-47145-x,,,
W7151540001,Memory & engine,F,Hierarchical Memory Consolidation and Context-Efficient Retrieval forPersistent Personality in LLM-Based Game NPCs,Fardani Annisa Damastuti,2026,0,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.6536138,,,
W7155179975,Memory & engine,F,Epistemic state updates in LLM agents via public announcement and graded modal logic,Justin Mullins,2026,0,Journal of Logic and Computation,https://doi.org/10.1093/logcom/exag018,,,
W7155537366,Memory & engine,F,LLM-Based Simultaneous Waypoint Generation for Multi-robot Planning in 2D Corridor Environments,Marouane El Massine Lfellah,2026,0,Communications in computer and information science,https://doi.org/10.1007/978-981-92-0306-2_3,,,
W7161280872,Memory & engine,F,Multi-Agent LLM Framework for Imageability Assessment in Trusted Multimodal Data Spaces,Bingqian Zhang,2025,0,,https://doi.org/10.1145/3800000.3800222,,,
W7162323491,Memory & engine,F,Ethical Coordination of LLM Multi-Agent Systems,J. de Curtò,2026,0,Electronics,https://doi.org/10.3390/electronics15112278,,,
W7162660316,Memory & engine,F,Reflective memory architecture for adaptive planning in hierarchical LLM agents in virtual environments,Ihor Omelchenko,2025,0,Bulletin of V N Karazin Kharkiv National University series «Mathematical modeling Information technology Automated control systems»,https://doi.org/10.26565/2304-6201-2025-68-06,,,
W7163194659,Memory & engine,F,Trust-Aware Runtime Verification for Autonomous LLM Agent Systems,Tejas Patel,2026,0,,https://doi.org/10.1109/icaiset66439.2026.11541707,,,
W7163382800,Memory & engine,F,Reviewing the Computational Landscape of Drug Repurposing: Evolution from Structure-Based Methods to LLM-Based Methods,Zengyun Mou,2026,0,Biomolecules,https://doi.org/10.3390/biom16060830,,,
W7164357331,Memory & engine,F,Design and Implementation of a Lightweight Neural Controller for LLM Agent Systems,Brian Barnabas Langay,2026,0,International Journal of Latest Technology in Engineering Management & Applied Science,https://doi.org/10.51583/ijltemas.2026.150500172,,,
W7123403181,Memory & engine,F,LLM-Based Semantic Retrieval and Synthetic Response Generation for Longitudinal Survey Data,Bas Weerman,2026,0,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5990615,,,
W4392240262,Other,OTHER,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,Jingfeng Yang,2024,461,ACM Transactions on Knowledge Discovery from Data,https://doi.org/10.1145/3649506,,,
W4389364428,Other,OTHER,"A Survey on Large Language Model (LLM) Security and Privacy: The Good, the Bad, and the Ugly",Yifan Yao,2023,44,ArXiv.org,https://doi.org/10.48550/arxiv.2312.02003,,,
W4403945078,Other,OTHER,"Interdisciplinary Perspectives on Agent-Based Modeling in the Architecture, Engineering, and Construction Industry: A Comprehensive Review",Silvia Mazzetto,2024,43,Buildings,https://doi.org/10.3390/buildings14113480,,,
W4406842332,Other,OTHER,LLM Agents for Smart City Management: Enhancing Decision Support Through Multi-Agent AI Systems,Anna V. Kalyuzhnaya,2025,41,Smart Cities,https://doi.org/10.3390/smartcities8010019,,,
W4405643789,Other,OTHER,User Behavior Simulation with Large Language Model-based Agents,Lei Wang,2024,38,ACM Transactions on Information Systems,https://doi.org/10.1145/3708985,,,
W4387156634,Other,OTHER,Large Language Model Alignment: A Survey,Tianhao Shen,2023,34,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2309.15025,,,
W4392538467,Other,OTHER,A Comprehensive Survey on Process-Oriented Automatic Text Summarization with Exploration of LLM-Based Methods,Yang Zhang,2024,32,ArXiv.org,https://doi.org/10.48550/arxiv.2403.02901,,,
W4379540039,Other,OTHER,"An Automated Survey of Generative Artificial Intelligence: Large Language Models, Architectures, Protocols, and Applications","Garrido-Merchán, Eduardo C.",2023,30,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2306.02781,,,
